id,backers_count,category,pledged,state,blurb_length,goal_in_usd,campaign_duration,sub_category
3706,12,film & video,10626,1,21,7500,33,narrative film
3707,64,film & video,3705,1,23,3500,16,narrative film
3708,183,film & video,7730,1,25,7000,24,narrative film
3709,148,film & video,40510,1,21,40000,31,narrative film
3710,40,film & video,7500,1,15,7500,31,narrative film
3711,91,film & video,17994,1,20,10000,60,narrative film
3712,185,film & video,40461,1,21,40000,30,narrative film
3713,272,film & video,73213,1,19,51650,25,narrative film
3714,21,film & video,594,0,16,2971.01,28,narrative film
3715,1826,film & video,110796.4,1,15,90000,29,narrative film
3716,173,film & video,25532,1,18,25000,41,narrative film
3717,59,film & video,10360,1,21,7500,30,narrative film
3718,464,film & video,35418.8,1,24,25000,30,narrative film
3719,32,film & video,10396,1,24,10000,30,narrative film
3720,241,film & video,20604,1,20,20000,30,narrative film
3721,4495,film & video,345992.47,1,20,125000,32,narrative film
3722,109,film & video,7040.5,1,22,6000,30,narrative film
3723,250,film & video,39736.37,1,19,38000,23,narrative film
3724,46,film & video,3140.55,1,19,3000,30,narrative film
3725,5,film & video,111,0,23,5000,60,narrative film
3726,283,film & video,25272.82,1,22,25000,30,narrative film
3727,10,film & video,496,1,24,300,11,narrative film
3728,157,film & video,28014,1,14,28000,30,narrative film
3729,55,film & video,3240,1,24,3000,30,narrative film
3730,68,film & video,20765.87,1,25,25873.62,30,narrative film
3731,221,film & video,16389.33,1,15,10000,25,narrative film
3732,49,film & video,2626,1,19,2000,30,narrative film
3733,123,film & video,7340,1,21,6000,31,narrative film
3734,33,film & video,2503,1,23,2500,44,narrative film
3735,77,film & video,4059,1,19,3500,30,narrative film
3736,146,film & video,10120,1,22,10000,50,narrative film
3737,16,film & video,3000,1,12,2500,45,narrative film
3738,18,film & video,2505,1,18,2500,30,narrative film
3739,24,film & video,636,1,15,647.59,30,narrative film
3740,17,film & video,385,1,21,402.61,38,narrative film
3741,168,film & video,20132.52,1,11,20000,30,narrative film
3742,11,film & video,617,1,4,100,16,narrative film
3743,1485,film & video,88321.41,1,13,50000,30,narrative film
3744,131,film & video,19410.61,1,19,19000,30,narrative film
3745,3,film & video,101,1,26,100,40,narrative film
3746,164,film & video,17411.88,1,22,15000,30,narrative film
3747,344,film & video,38858,1,21,33000,26,narrative film
3748,89,film & video,25526,1,19,25000,30,narrative film
3749,34,film & video,5403.09,1,19,4250,42,narrative film
3750,3,film & video,105,1,17,100,30,narrative film
3751,393,film & video,52614.26,1,21,50000,30,narrative film
3752,172,film & video,25859,1,16,25000,45,narrative film
3753,21,film & video,1492,1,9,1400,24,narrative film
3754,140,film & video,12905,1,13,11992,43,narrative film
3755,101,film & video,8450,1,21,8000,30,narrative film
3756,49,film & video,2912,1,23,2500,30,narrative film
3757,27,film & video,3201,0,8,8000,15,narrative film
3758,118,film & video,7889,1,11,7500,30,narrative film
3759,118,film & video,20936,1,11,20000,45,narrative film
3760,431,film & video,18614.58,1,19,27861.23,30,narrative film
3761,106,film & video,18708,1,20,18000,37,narrative film
3762,148,film & video,16800,1,23,15000,45,narrative film
3763,220,film & video,23439,1,12,18000,30,narrative film
3764,100,film & video,7696,1,16,7500,25,narrative film
3765,625,film & video,26422,1,22,25000,30,narrative film
3766,70,film & video,3110,1,19,2500,30,narrative film
3767,160,film & video,22051,1,19,22000,32,narrative film
3768,28,film & video,5062,1,25,5000,30,narrative film
3769,33,film & video,7177,1,18,7000,25,narrative film
3770,30,film & video,3430,1,22,4602.42,22,narrative film
3771,91,film & video,14531,1,19,9500,28,narrative film
3772,159,film & video,32058,1,19,32000,30,narrative film
3773,170,film & video,35226,1,22,20000,30,narrative film
3774,36,film & video,4010,1,8,4000,28,narrative film
3775,77,film & video,12439.25,1,9,5000,33,narrative film
3776,290,film & video,36325.25,1,26,32486.7,27,narrative film
3777,46,film & video,580,1,18,837.2,30,narrative film
3778,549,film & video,71510.33,1,22,50000,33,narrative film
3779,140,film & video,2326,1,25,3126.72,30,narrative film
3780,21,film & video,2294,0,16,150000,31,narrative film
3781,2712,film & video,255564.39,1,16,250000,30,narrative film
3782,170,film & video,12315,1,18,12000,42,narrative film
3783,39,film & video,7096.33,1,16,7000,21,narrative film
3784,180,film & video,11121,1,22,11000,21,narrative film
3785,5,film & video,1080,1,24,1000,60,narrative film
3786,136,film & video,11958,1,17,10000,60,narrative film
3787,220,film & video,18320,1,12,10000,29,narrative film
3788,52,film & video,2985,1,12,2000,31,narrative film
3789,33,film & video,15240,1,17,2247.63,30,narrative film
3790,249,film & video,15740,1,8,15000,30,narrative film
3791,189,film & video,9730,1,27,8000,30,narrative film
3792,159,film & video,15732,1,26,15000,30,narrative film
3793,22,film & video,3100,1,22,3000,10,narrative film
3794,107,film & video,10440,1,24,8500,10,narrative film
3795,4,film & video,101,0,12,128188.69,60,narrative film
3796,27,theater,5663,1,2,5500,30,musical
3797,54,theater,1907,1,13,1800,30,musical
3798,0,theater,0,0,22,5000,60,musical
3799,16,theater,644,1,21,717.23,30,musical
3800,77,theater,3295,1,17,2287.54,20,musical
3801,117,theater,20146.5,1,23,20000,51,musical
3802,1,theater,100,0,23,30000,60,musical
3803,10,theater,270,0,6,900,33,musical
3804,865,theater,61000.01,1,13,30000,30,musical
3805,20,theater,801,0,20,21399.07,60,musical
3806,5,theater,270,0,26,8000,50,musical
3807,48,theater,3043,1,20,2500,30,musical
3808,73,theater,36340.8,1,21,1833.12,39,musical
3809,23,theater,1545,1,22,1500,28,musical
3810,3,theater,776,0,14,2000,56,musical
3811,1,theater,50,0,18,3557.12,42,musical
3812,0,theater,0,0,23,356.93,30,musical
3813,218,theater,20083,1,13,20000,35,musical
3814,30,theater,2606.12,1,21,3225.81,28,musical
3815,36,theater,1600,1,13,2498.29,30,musical
3816,0,theater,0,0,9,50000,30,musical
3817,50,theater,10034,1,19,10000,30,musical
3818,140,theater,26175,1,20,25000,27,musical
3819,71,theater,6658,1,18,6000,30,musical
3820,105,theater,6559,1,18,6000,8,musical
3821,36,theater,1075,1,22,1268.32,29,musical
3822,1,theater,100,0,22,21044.33,30,musical
3823,117,theater,23201,1,20,20000,60,musical
3824,75,theater,7335,1,20,5500,31,musical
3825,0,theater,0,0,17,5965.72,59,musical
3826,6,theater,181,0,15,7333.92,30,musical
3827,14,theater,1000,1,20,831.37,29,musical
3828,1,theater,1,0,20,800,15,musical
3829,7,theater,124,0,23,6500,38,musical
3830,72,theater,16185,1,24,16000,22,musical
3831,33,theater,3152,0,25,30000,33,musical
3832,15,theater,520,1,23,767.93,32,musical
3833,37,theater,2006,1,21,3102.14,45,musical
3834,12,theater,3056,1,12,3000,60,musical
3835,1,theater,1,0,23,5000,30,musical
3836,61,theater,31233,1,23,22632.46,30,musical
3837,2,theater,45,0,24,6838.61,23,musical
3838,64,theater,6660.32,1,21,4691.33,30,musical
3839,0,theater,0,0,20,150000,35,musical
3841,16,theater,270,1,9,326.89,30,musical
3842,82,theater,8167,1,19,13405.5,30,musical
3843,39,theater,2555,1,20,3897.69,20,musical
3844,3722,theater,154670.02,1,20,88000,30,musical
3845,22,theater,1527,1,19,1756.39,30,musical
3846,27,theater,7600,1,12,5000,45,musical
3847,2,theater,6,0,27,2500,30,musical
3848,21,theater,1722,0,20,24488,36,musical
3849,7,theater,301,0,19,5000,43,musical
3850,11,theater,259,0,19,783.42,60,musical
3851,53,theater,35179,1,12,35000,25,musical
3852,4,theater,70,0,18,1125,30,musical
3853,144,theater,5307,1,18,5028.79,17,musical
3854,1,theater,25,0,8,15000,31,musical
3855,150,theater,12758,1,16,10000,28,musical
3856,10,theater,1150,1,22,766.73,30,musical
3857,12,theater,1205,1,23,1200,30,musical
3858,8,theater,550,1,22,717.35,57,musical
3859,46,theater,7010,1,27,7000,31,musical
3860,12,theater,4040,1,7,4000,30,musical
3861,27,theater,886,1,10,1349.75,10,musical
3862,13,theater,1275,0,12,11563.11,57,musical
3863,35,theater,2500,1,24,3778.35,30,musical
3864,34,theater,1188,1,22,1380.07,45,musical
3865,223,theater,18692,1,22,15000,27,musical
3866,65,theater,7728.85,0,21,20000,30,musical
3867,35,theater,5004,1,23,5000,25,musical
3868,62,theater,5760,1,26,6895.63,34,musical
3869,73,theater,11540,1,16,10000,31,musical
3870,40,theater,15000,0,26,50000,45,musical
3871,19,film & video,1376,0,23,15000,46,music videos
3872,0,film & video,0,0,24,10000,55,music videos
3873,108,film & video,8560,1,21,6000,30,music videos
3874,0,film & video,0,0,29,25000,29,music videos
3875,43,film & video,5685,1,21,5500,31,music videos
3876,1,film & video,1,0,24,193.25,21,music videos
3877,1,film & video,5,0,22,19999,30,music videos
3878,2,film & video,6,0,25,26018.53,18,music videos
3879,0,film & video,0,0,21,50000,30,music videos
3880,0,film & video,0,0,15,1200,30,music videos
3881,21,film & video,770,1,21,700,29,music videos
3882,22,film & video,2158,1,14,2000,30,music videos
3883,14,film & video,16050,1,25,832.21,30,music videos
3884,2,film & video,50,0,10,300,14,music videos
3885,1,film & video,5,0,17,5000,30,music videos
3886,0,film & video,0,0,18,22000,26,music videos
3887,7,film & video,106,0,21,25988.9,31,music videos
3888,21,film & video,1050,1,21,1000,21,music videos
3889,10,film & video,1800,0,23,832.2,20,music videos
3890,27,film & video,10100,1,20,1051.27,12,music videos
3891,21,film & video,4421.11,0,20,25000,45,music videos
3892,28,film & video,14365,1,18,14000,31,music videos
3893,0,film & video,0,0,10,6162.43,30,music videos
3894,1,film & video,1,0,16,67271.56,59,music videos
3895,1,film & video,5,0,17,1250,35,music videos
3896,19,film & video,1400,1,23,500,27,music videos
3897,1,film & video,1,0,24,6000,60,music videos
3898,1,film & video,100,0,24,3000,31,music videos
3899,18,film & video,830,0,19,2500,30,music videos
3900,72,film & video,1389.5,0,18,15142.13,22,music videos
3901,0,film & video,0,0,17,500,30,music videos
3902,60,film & video,4114.11,0,18,1000000,30,music videos
3903,9,film & video,10218.8,1,7,445.73,30,music videos
3904,0,film & video,0,0,27,3500,30,music videos
3905,251,film & video,23259.6,1,21,11000,23,music videos
3906,26,film & video,1225,1,27,1000,30,music videos
3907,0,film & video,0,0,25,7000,30,music videos
3908,7,film & video,724,0,18,3655.27,27,music videos
3909,33,film & video,1280,1,26,1200,25,music videos
3910,23,film & video,470,0,25,2130.98,35,music videos
3911,52,film & video,2255,1,16,2200,21,music videos
3912,19,film & video,2590,1,24,2000,15,music videos
3913,2,film & video,22,0,25,2923.39,30,music videos
3914,35,film & video,2515,1,10,2500,24,music videos
3915,1,film & video,1,0,25,1500,3,music videos
3916,857,film & video,458200.71,1,20,26583.45,32,movie theaters
3917,45,film & video,4832,1,6,4986.91,60,movie theaters
3918,6,film & video,10,0,27,250000,60,movie theaters
3919,18,film & video,850,1,12,850,30,movie theaters
3920,0,film & video,0,0,25,150000,60,movie theaters
3921,10,film & video,1318,0,26,50000,34,movie theaters
3922,3,film & video,201,0,15,2761.49,53,movie theaters
3923,223,film & video,35249.6,0,12,113960.11,31,movie theaters
3924,1,film & video,75,0,9,54000,60,movie theaters
3925,220,film & video,50730.83,1,21,48900,44,movie theaters
3926,0,film & video,0,0,25,200000,30,movie theaters
3927,287,film & video,43858,1,14,43500,45,movie theaters
3928,4,film & video,58,0,23,1530.07,60,movie theaters
3929,5,film & video,41,0,15,258.01,43,movie theaters
3930,27,film & video,957,0,20,70000,30,movie theaters
3931,509,film & video,52518.19,1,22,50000,32,movie theaters
3932,0,film & video,0,0,17,1600000,60,movie theaters
3933,75,film & video,20577.8,0,25,60000,60,movie theaters
3934,1,film & video,1,0,17,124.65,32,movie theaters
3935,43,art,2637,1,23,2000,45,mixed media
3936,149,art,6666,1,17,900,27,mixed media
3937,13,art,316,1,19,300,30,mixed media
3938,97,art,13045.43,0,24,30000,60,mixed media
3939,7,art,208,0,24,2000,40,mixed media
3940,6,art,117,0,8,250,30,mixed media
3941,95,art,5471,1,15,5000,30,mixed media
3942,3,art,46,0,17,1000,30,mixed media
3943,6,art,305,0,17,3500,30,mixed media
3944,55,art,4800.11,1,20,4500,32,mixed media
3945,40,art,10009,1,18,10000,29,mixed media
3946,369,art,34337,1,19,20000,30,mixed media
3947,40,art,3250,1,23,2314.75,37,mixed media
3948,5,art,580,0,16,1304.34,30,mixed media
3949,2,art,21,0,5,1500,30,mixed media
3950,296,art,46103,1,20,43700,31,mixed media
3951,32,art,755,1,20,767.49,30,mixed media
3952,115,art,5054,1,5,600,10,mixed media
3953,24,art,3355,1,22,3000,30,mixed media
3954,157,art,244210,1,20,11594.47,45,mixed media
3955,26,art,1565,1,21,920.85,30,mixed media
3956,4,art,125,0,15,3000,30,mixed media
3957,35,art,1410,0,25,7000,38,mixed media
3958,30,art,1995,1,21,1500,35,mixed media
3959,53,art,3365,1,10,400,15,mixed media
3960,90,art,4511,1,8,400,46,mixed media
3961,3,art,27,0,23,5000,49,mixed media
3962,54,art,1788,1,16,1200,21,mixed media
3963,98,art,4380,1,18,4000,31,mixed media
3964,5,art,54,0,19,3562.31,15,mixed media
3965,8,art,312,0,24,1400,28,mixed media
3966,5,art,126,0,19,28750.64,56,mixed media
3967,37,art,790,1,8,450,30,mixed media
3968,12,art,1329,1,21,1385.09,10,mixed media
3969,47,art,1718,1,8,1700,30,mixed media
3970,23,art,2402,1,20,2803.27,28,mixed media
3971,37,art,3673.01,1,21,3300,30,mixed media
3972,225,art,6788.38,1,22,3000,30,mixed media
3973,10,art,1525,1,24,1500,30,mixed media
3974,45,art,1021,1,24,482.64,16,mixed media
3975,57,art,1661.42,1,7,250,14,mixed media
3976,22,art,510,1,16,500,30,mixed media
3977,0,art,0,0,22,1000,24,mixed media
3978,15,art,1454,0,20,5000,60,mixed media
3979,1,art,1,0,26,2000,45,mixed media
3980,2,art,50,0,22,2000,30,mixed media
3981,64,art,1418,1,21,1033.28,60,mixed media
3982,5,art,285,0,21,450,30,mixed media
3983,10,art,226,0,20,4607.2,30,mixed media
3984,66,art,5085,1,20,5000,30,mixed media
3985,3,art,19,0,24,6614.26,60,mixed media
3986,3,art,130,0,21,1000,53,mixed media
3987,61,art,9000,1,18,9000,32,mixed media
3988,101,art,10128.23,1,23,9999,30,mixed media
3989,0,art,0,0,24,20000,30,mixed media
3990,1,music,15,0,20,2000,30,metal
3991,19,music,500,1,13,500,16,metal
3992,1,music,50,0,25,4682.17,30,metal
3993,61,music,4545,1,20,4500,60,metal
3994,38,music,16287.71,1,16,1348.81,30,metal
3995,129,music,8313,1,17,8000,28,metal
3996,499,music,32865.3,1,14,27800,30,metal
3997,1,music,10,0,24,333.54,30,metal
3998,2,music,16,0,13,25000,60,metal
3999,54,music,21947,1,23,3037.18,30,metal
4000,0,music,0,0,17,50000,48,metal
4001,1,music,10,0,23,5000,30,metal
4002,3,music,794.71,0,4,2076.92,38,metal
4003,293,music,8052.52,1,24,8395.4,30,metal
4004,44,music,1830,1,25,1750,30,metal
4005,13,music,1002,1,25,727.78,30,metal
4006,7,music,201,0,20,5000,59,metal
4007,55,music,1275,1,17,1648.01,30,metal
4008,94,music,5066,1,23,5000,30,metal
4009,4,music,61,0,12,400,22,metal
4010,1,music,25,0,12,1200,30,metal
4011,0,music,0,0,21,111770.43,30,metal
4012,3,technology,32,0,15,20000,30,makerspaces
4013,0,technology,0,0,17,57418.83,60,makerspaces
4014,4,technology,4117.7,0,22,6318.56,47,makerspaces
4015,4,technology,61,0,17,305114.53,40,makerspaces
4016,5,technology,104,0,15,5268.03,30,makerspaces
4017,13,technology,456,0,19,15000,30,makerspaces
4018,4,technology,1687.8,0,14,44980.54,32,makerspaces
4019,8,technology,296,0,22,7500,30,makerspaces
4020,8,technology,950,0,19,7000,16,makerspaces
4021,7,technology,423,0,4,11214.33,30,makerspaces
4022,68,technology,3256,1,25,3000,27,makerspaces
4023,0,technology,0,0,28,8655.94,30,makerspaces
4024,2,technology,16,0,24,36533.6,47,makerspaces
4025,3,technology,21,0,22,50000,30,makerspaces
4026,25,technology,1627,0,20,7800,35,makerspaces
4027,10,technology,947,0,19,80654.92,45,makerspaces
4028,12,technology,2077.29,0,21,22481.71,30,makerspaces
4029,31,technology,4048,1,23,5413.79,29,makerspaces
4030,10,publishing,330,0,17,275000,60,literary spaces
4031,15,publishing,531,0,14,5544.04,60,literary spaces
4032,5,publishing,230,0,10,8872.64,40,literary spaces
4033,1,publishing,1,0,16,2118.12,30,literary spaces
4034,2,publishing,6,0,20,6982.29,25,literary spaces
4035,8,publishing,137.6,0,22,8416.8,30,literary spaces
4036,281,publishing,21333,1,23,20000,39,literary spaces
4037,41,publishing,237,1,24,72.19,30,literary journals
4038,2,publishing,26,0,18,2500,30,literary journals
4039,8,publishing,540,1,18,611.64,25,literary journals
4040,116,publishing,4658,1,22,4000,30,literary journals
4041,35,publishing,4280,1,11,4000,36,literary journals
4042,536,publishing,27456.2,1,20,25000,17,literary journals
4043,32,publishing,1853,0,24,3500,30,literary journals
4044,253,publishing,11299,1,13,10000,30,literary journals
4045,2,publishing,2,0,18,5000,49,letterpress
4046,2,publishing,2,0,23,10000,60,letterpress
4047,388,publishing,39544,1,18,36000,35,letterpress
4048,38,crafts,2025,1,7,2000,16,knitting
4049,75,crafts,1689,1,24,1000,30,knitting
4050,144,crafts,7411,1,17,6200,30,knitting
4051,4,crafts,161,0,23,500,30,knitting
4052,7,crafts,500,0,16,1776.91,30,knitting
4053,4,crafts,312.29,0,18,1593.69,60,knitting
4054,14,crafts,595,0,16,2918.13,30,knitting
4055,75,crafts,2306,1,4,500,30,knitting
4056,119,crafts,11076.29,1,23,5679.68,60,knitting
4057,141,crafts,2720,1,16,1461.11,23,knitting
4058,45,crafts,2205,1,24,1800,31,knitting
4059,219,crafts,11912,1,26,8033.09,60,knitting
4060,223,crafts,92451.17,1,15,9928.4,30,knitting
4061,2,crafts,2,0,18,2542.8,50,knitting
4062,3,crafts,17,0,14,600,30,knitting
4063,29,crafts,2175,1,26,2222.84,29,knitting
4064,140,crafts,5583,1,13,6571.06,30,knitting
4065,678,crafts,58381,1,20,15000,40,knitting
4066,2,crafts,75,0,20,850,30,knitting
4067,63,crafts,2831,0,15,4674.63,30,knitting
4068,5,crafts,120,0,5,500,30,knitting
4069,16,crafts,377,1,12,340.27,30,knitting
4070,22,crafts,212,0,10,915.03,30,knitting
4071,163,crafts,40425,1,21,30000,30,knitting
4072,0,fashion,0,0,10,500,25,jewelry
4073,45,fashion,2780,1,13,1179.5,30,jewelry
4074,1,fashion,10,0,19,500,30,jewelry
4075,6,fashion,797,0,23,35000,35,jewelry
4076,2,fashion,675,0,14,2750.79,30,jewelry
4077,60,fashion,5083,1,23,2400,30,jewelry
4078,3,fashion,2628.8,0,7,1840.08,35,jewelry
4079,3,fashion,31,0,14,286.29,30,jewelry
4080,3,fashion,51,0,27,2000,60,jewelry
4081,0,fashion,0,0,26,3000,33,jewelry
4082,3,fashion,99.32,0,8,216.38,14,jewelry
4083,3,fashion,344,0,22,6807.42,30,jewelry
4084,1,fashion,190,0,12,9334.78,42,jewelry
4085,0,fashion,0,0,18,10000,30,jewelry
4086,236,fashion,39266,1,16,25000,30,jewelry
4087,1,fashion,1,0,17,15000,5,jewelry
4088,53,fashion,1952.29,1,11,304.12,16,jewelry
4089,2,fashion,101,0,22,50000,41,jewelry
4090,6,fashion,415,0,19,10000,30,jewelry
4091,72,fashion,5920,1,22,5844.5,30,jewelry
4092,2,fashion,21.29,0,7,4012.57,30,jewelry
4093,38,fashion,1616,1,11,400,30,jewelry
4094,0,fashion,0,0,25,321373.15,30,jewelry
4095,4,fashion,151309,0,1,90258.4,44,jewelry
4096,1,fashion,179,0,23,20000,30,jewelry
4097,36,fashion,364,1,9,403.69,30,jewelry
4098,8,fashion,3430,0,14,23700,21,jewelry
4099,3,fashion,210,0,20,1500,30,jewelry
4100,63,fashion,4021,1,19,6296.55,30,jewelry
4101,1,fashion,1,0,22,5000,10,jewelry
4102,9,fashion,4682,0,23,27670.63,20,jewelry
4103,59,fashion,1025,1,17,663.6,30,jewelry
4104,10,fashion,167,0,23,265.24,30,jewelry
4105,8,fashion,1530,1,20,25.48,30,jewelry
4106,5,fashion,410,0,18,3000,30,jewelry
4107,13,fashion,4831,1,20,4152,30,jewelry
4108,5,fashion,2180,0,19,11472.52,39,jewelry
4109,6,fashion,146,0,9,750,29,jewelry
4110,1,fashion,1,0,11,600,30,jewelry
4111,44,fashion,13462,0,24,30000,30,jewelry
4112,1,fashion,109,0,24,8908.52,30,jewelry
4113,78,fashion,3844,1,24,500,25,jewelry
4114,8,fashion,4568,0,17,7633.37,30,jewelry
4115,11,fashion,401.29,0,8,383.3,30,jewelry
4116,10,fashion,2927,0,19,10291.18,40,jewelry
4117,0,fashion,0,0,15,700,30,jewelry
4118,44,fashion,11620,0,17,100000,30,jewelry
4119,219,fashion,195282,1,10,43737.98,29,jewelry
4120,2,fashion,48,0,18,50888.23,30,jewelry
4121,4,fashion,95,0,16,600,30,jewelry
4122,50,fashion,6247,1,15,880.19,60,jewelry
4123,28,fashion,520,1,4,348.42,30,jewelry
4124,65,fashion,16870,1,16,9651.76,28,jewelry
4125,14,fashion,401,1,8,300,32,jewelry
4126,37,fashion,1277.38,1,15,1260.39,60,jewelry
4127,887,fashion,35889,1,17,1000,30,jewelry
4128,75,fashion,25030.29,1,18,18575.8,30,jewelry
4129,39,fashion,2209,1,5,900,30,jewelry
4130,38,fashion,2653,1,23,2500,30,jewelry
4131,5,fashion,455,0,15,25565.67,30,jewelry
4132,1,fashion,35,0,21,7669.31,30,jewelry
4133,0,fashion,0,0,19,4500,20,jewelry
4134,0,fashion,0,0,18,56448.98,30,jewelry
4135,1,fashion,14,0,19,350,30,jewelry
4136,12,fashion,1525,0,8,2600,30,jewelry
4137,67,fashion,8835,0,20,25000,35,jewelry
4138,3,fashion,78,0,22,1086.52,30,jewelry
4139,72,fashion,6553,1,7,5000,28,jewelry
4140,1,fashion,1,0,15,2300,15,jewelry
4141,4,fashion,300,1,18,300,24,jewelry
4142,19,fashion,5498,0,21,16088.65,35,jewelry
4143,52,fashion,52,0,20,3000,60,jewelry
4144,2,fashion,280,0,21,763.94,30,jewelry
4145,24,fashion,514,1,9,400,30,jewelry
4146,1,fashion,1,0,12,1000,30,jewelry
4147,14,fashion,600,0,18,3000,30,jewelry
4148,8,fashion,636,0,23,3600,50,jewelry
4149,107,fashion,4797.5,1,6,600,30,jewelry
4150,43,fashion,4506,0,22,25000,25,jewelry
4151,2,fashion,54,0,19,5000,30,jewelry
4152,2,fashion,2,0,9,5000,21,jewelry
4153,1,fashion,1,0,23,8000,38,jewelry
4154,1,fashion,1,0,27,273.66,60,jewelry
4155,0,fashion,0,0,21,3000,21,jewelry
4156,76,fashion,1677,1,11,309.65,30,jewelry
4157,1,fashion,500,0,16,2194.64,30,jewelry
4158,8,fashion,390,0,10,2000,30,jewelry
4159,198,fashion,4713,1,8,300,31,jewelry
4160,30,fashion,3390,1,20,1896.2,30,jewelry
4161,2,fashion,65,0,12,5000,30,jewelry
4162,17,fashion,642,1,9,306.07,28,jewelry
4163,124,fashion,20224,1,9,22339.03,31,jewelry
4164,7,fashion,38,0,27,198.42,30,jewelry
4165,29,fashion,5924,0,23,9426.02,15,jewelry
4166,4,fashion,126,0,16,2100,30,jewelry
4167,0,fashion,0,0,21,15000,29,jewelry
4168,226,fashion,77598.69,1,13,18000,30,jewelry
4169,111,fashion,43160,1,12,4532.22,30,jewelry
4170,29,fashion,663,1,22,660,25,jewelry
4171,10,fashion,451,1,14,444,43,jewelry
4172,67,fashion,5126,1,18,6371.05,33,jewelry
4173,1,fashion,25,0,17,8000,25,jewelry
4174,26,fashion,6602,0,17,26100,30,jewelry
4175,117,fashion,20500,1,12,20000,30,jewelry
4176,4,fashion,52,0,22,280,30,jewelry
4177,11,fashion,1660,0,11,1290.28,60,jewelry
4178,1,fashion,10,0,18,312.13,21,jewelry
4179,87,fashion,16200,1,18,27161.46,33,jewelry
4180,1,fashion,60,0,6,2754.99,30,jewelry
4181,3,fashion,60,0,13,610.13,30,jewelry
4182,3,fashion,51,0,21,22000,30,jewelry
4183,36,fashion,3096,1,10,2800,30,jewelry
4184,3,design,73,0,22,2544.33,33,interactive design
4185,40,design,5074,0,10,30000,30,interactive design
4186,16,design,627,0,21,68023.97,60,interactive design
4187,4,design,182,0,6,17233.5,30,interactive design
4188,93,design,5125,1,25,5000,31,interactive design
4189,3,design,114,0,28,40000,28,interactive design
4190,0,design,0,0,15,7119.76,30,interactive design
4191,5,design,256,0,5,7700,30,interactive design
4192,2,design,20,0,24,2000,45,interactive design
4193,70,design,2791,0,5,18000,30,interactive design
4194,2,design,26,0,12,900,29,interactive design
4195,63,design,18237,1,13,18000,38,interactive design
4196,13,design,3905,0,18,70497.92,30,interactive design
4197,10,design,771,0,26,25000,17,interactive design
4198,17,design,1282,0,18,3754,30,interactive design
4199,42,design,1447.29,1,13,1065.99,59,interactive design
4200,22,design,3342,1,18,2000,30,interactive design
4201,0,design,0,0,13,5000,30,interactive design
4202,3,design,130,0,24,2000,60,interactive design
4203,44,design,2190,0,18,7894.2,29,interactive design
4204,0,design,0,0,25,13000,30,interactive design
4205,20,design,1086,0,18,10000,29,interactive design
4206,15,design,935,1,23,500,45,interactive design
4207,32,design,358,0,8,1000,14,interactive design
4208,134,design,11107,1,7,5000,30,interactive design
4209,2,design,28.8,0,15,45.98,30,interactive design
4210,0,design,0,0,21,45000,30,interactive design
4211,4,design,176,0,17,78500,31,interactive design
4212,4,design,246,0,12,112000,27,interactive design
4213,3,design,227,0,18,21786.68,40,interactive design
4214,5,design,408,0,19,110000,30,interactive design
4215,91,design,22582,0,21,108262.45,30,interactive design
4216,0,design,0,0,23,5937.3,30,interactive design
4217,2,design,6,0,22,1500,21,interactive design
4218,119,design,2376,1,19,1000,60,interactive design
4219,5,design,132,0,19,5250,43,interactive design
4220,1,design,5,0,21,5604.54,30,interactive design
4221,120,design,8622,0,22,25000,30,interactive design
4222,304,design,31035,1,18,20000,29,interactive design
4223,7,design,405,0,16,25000,45,interactive design
4224,131,design,17355,0,20,20000,30,interactive design
4225,32,art,650,1,17,1061.27,30,installations
4226,96,art,4019,1,17,4000,30,installations
4227,0,art,0,0,22,11410.51,30,installations
4228,26,art,850,1,18,800,15,installations
4229,34,art,4090,1,18,4000,15,installations
4230,28,art,2505,1,20,2500,25,installations
4231,28,art,14480,1,21,531.6,30,installations
4232,13,art,680,1,5,600,60,installations
4233,67,art,6282,1,21,5000,32,installations
4234,31,art,871,0,16,4000,10,installations
4235,3,art,5,0,23,1000000,30,installations
4236,42,art,2360,1,21,2000,28,installations
4237,3,art,84,0,13,12368,30,installations
4238,44,art,5133,1,20,5000,29,installations
4239,43,art,4150,1,17,3500,19,installations
4240,9,art,231,0,13,6349.37,40,installations
4241,39,art,5183,1,18,4500,33,installations
4242,0,art,0,0,20,6379.87,32,installations
4243,53,art,3655,1,18,1500,15,installations
4244,3,art,74,0,18,9999,30,installations
4245,504,art,123885,1,9,100000,49,installations
4246,1,art,25,0,23,10000,60,installations
4247,162,theater,74702.28,1,14,35000,30,immersive
4248,587,theater,27521,1,23,25000,30,immersive
4249,5,theater,430,0,4,1866.19,30,immersive
4250,46,theater,12345,1,17,8423.57,32,immersive
4251,189,theater,5370,1,20,6654.02,30,immersive
4252,122,theater,28446,1,21,16000,31,immersive
4253,73,theater,1795,1,26,1981.35,60,immersive
4254,159,theater,10258,1,26,13144.01,30,immersive
4255,1,theater,10,0,17,1011.9,17,immersive
4256,55,theater,1738,1,25,100,32,immersive
4257,291,theater,20968.76,1,19,20000,23,immersive
4258,72,theater,4015,1,9,3000,32,immersive
4259,249,theater,28102,1,20,25000,30,immersive
4260,157,theater,41459,1,16,40000,24,immersive
4261,14,theater,600,1,16,500,15,immersive
